BFSNR;NAME;DATUM;FISKALERTRAG;REGALKONZESS;ENTGELTE;VERSCHERTRAEGE;FINANZERTRAG;ENTNAHMENFONDS;TRANSFERERTRAG;DURCHLBEITRAEGE;ERTRAGAUSSERORD;TOTAL
4091;Auenstein;2018-12-31;6153000.95;464983.87;1222941.79;0.0;1749474.9;7986.09;653894.5;0.0;0.0;1.02522821E7
4091;Auenstein;2017-12-31;4806574.1;533256.47;877692.55;0.0;53126.2;2945.75;591789.24;0.0;0.0;6865384.31
4091;Auenstein;2016-12-31;4378817.0;529960.6;906686.29;0.0;114886.03;12935.45;524443.8;0.0;0.0;6467729.17
4091;Auenstein;2015-12-31;4530734.6;558948.0;1067412.13;0.0;64594.85;13257.1;339621.3;0.0;109700.0;6684267.98
4091;Auenstein;2014-12-31;4632029.5;564187.55;888975.87;0.0;56879.39;13097.7;221401.25;0.0;0.0;6376571.26
4092;Birr;2019-12-31;1.07201128E7;117359.85;3840687.5;0.0;424678.15;0.0;4585856.6;0.0;28580.69;1.971727559E7
4092;Birr;2018-12-31;9785578.35;131392.35;3901992.32;41000.0;1002748.39;0.0;3825804.0;0.0;624341.69;1.93128571E7
4092;Birr;2017-12-31;9662314.15;130464.4;3737634.42;0.0;406376.75;32366.23;4895072.85;0.0;762402.1;1.96266309E7
4092;Birr;2016-12-31;8830752.95;130133.3;3935610.93;0.0;395880.62;65428.4;2611367.35;0.0;783332.3;1.675250585E7
4092;Birr;2015-12-31;9249788.2;139086.8;3728797.11;0.0;421646.99;23947.8;4192060.95;5295.4;995097.0;1.875572025E7
4092;Birr;2014-12-31;1.173365025E7;214224.15;3879379.78;0.0;398594.08;6600.0;4484658.9;83074.45;995245.0;2.179542661E7
4093;Birrhard;2019-12-31;3259028.25;16692.8;497595.16;0.0;18453.3;8084.74;101480.85;0.0;0.0;3901335.1
4093;Birrhard;2018-12-31;2387613.85;15596.9;607544.21;0.0;20140.35;5830.08;120772.75;0.0;0.0;3157498.14
4093;Birrhard;2017-12-31;2411938.55;28840.25;477652.5;0.0;21245.75;5806.25;118090.15;0.0;0.0;3063573.45
4093;Birrhard;2016-12-31;1723520.7;17317.7;468619.19;0.0;25127.69;11150.4;116408.45;0.0;73741.55;2435885.68
4093;Birrhard;2015-12-31;2282462.45;19836.7;500266.67;0.0;23124.91;9349.3;77960.35;0.0;73741.55;2986741.93
4093;Birrhard;2014-12-31;2006016.3;7400.0;794024.08;0.0;20626.39;18833.66;92799.95;0.0;73741.55;3013441.93
4094;Bözen;2019-12-31;2086724.3;31243.45;1096448.6;0.0;405577.45;15410.06;758548.7;0.0;103850.0;4497802.56
4094;Bözen;2018-12-31;1945086.55;29285.65;1053155.23;928.5;161318.25;10560.58;802803.5;0.0;108851.0;4111989.26
4094;Bözen;2017-12-31;1785992.7;28049.15;1019778.45;0.0;149038.3;7953.49;830120.15;0.0;108851.0;3929783.24
4094;Bözen;2016-12-31;1828073.75;37053.35;1230244.67;0.0;142900.43;6771.05;793057.45;0.0;108851.0;4146951.7
4094;Bözen;2015-12-31;1706104.6;28274.4;1024720.25;1000.0;105053.55;5325.9;897865.75;0.0;108851.0;3877195.45
4094;Bözen;2014-12-31;1699502.0;18901.15;961620.35;0.0;115685.18;7356.7;429688.95;0.0;170975.0;3403729.33
4095;Brugg;2019-12-31;3.28768939E7;277557.65;1.066493221E7;79688.72;1.561966636E7;103542.25;1.184752654E7;0.0;0.0;7.146980763E7
4095;Brugg;2018-12-31;3.383768835E7;574369.85;1.07626464E7;9700.0;8072213.91;57949.65;1.119628678E7;0.0;5365383.0;6.987623794E7
4095;Brugg;2017-12-31;3.486168915E7;300285.15;1.007997409E7;2133.0;1.090788144E7;232607.48;1.07996925E7;0.0;3118919.63;7.030318244E7
4095;Brugg;2016-12-31;3.39585337E7;298986.2;9622845.56;8298.15;7696291.22;72024.4;1.112000348E7;0.0;3740710.85;6.651769356E7
4095;Brugg;2015-12-31;3.40834915E7;296703.3;9154713.8;4980.05;6233034.06;149470.75;9865990.43;468.7;5235002.82;6.502385541E7
4095;Brugg;2014-12-31;3.284219015E7;310886.7;9292333.49;2160.0;8654317.21;92352.45;1.019732158E7;0.0;3393650.0;6.478521158E7
4096;Effingen;2019-12-31;1748391.0;14819.35;485636.94;0.0;59569.95;7614.89;633619.57;0.0;0.0;2949651.7
4096;Effingen;2018-12-31;1694427.3;14429.85;488854.49;1000.0;196546.3;5115.12;719636.3;0.0;0.0;3120009.36
4096;Effingen;2017-12-31;1661350.55;14930.4;407255.6;0.0;66306.6;3989.92;493829.2;0.0;0.0;2647662.27
4096;Effingen;2016-12-31;1621339.5;14571.9;441457.38;0.0;37799.5;4371.7;443682.5;0.0;0.0;2563222.48
4096;Effingen;2015-12-31;1595751.55;17203.1;528687.55;0.0;48242.45;9921.75;426368.95;0.0;0.0;2626175.35
4096;Effingen;2014-12-31;1554139.4;6400.0;362421.0;0.0;48945.03;0.0;327501.32;0.0;107245.5;2406652.25
4097;Elfingen;2019-12-31;846869.85;9079.25;187874.74;0.0;41198.5;1107.22;314925.85;0.0;94100.0;1495155.41
4097;Elfingen;2018-12-31;946947.15;9072.8;159786.09;0.0;36075.4;917.71;294369.75;0.0;98750.5;1545919.4
4097;Elfingen;2017-12-31;755610.1;8863.2;163971.05;0.0;29404.2;1824.9;378705.95;0.0;98750.5;1437129.9
4097;Elfingen;2016-12-31;729345.0;8782.05;182125.17;0.0;33318.04;2008.8;282761.15;0.0;98750.5;1337090.71
4097;Elfingen;2015-12-31;699696.46;8512.0;158019.74;1000.0;32587.61;1922.1;215195.15;0.0;98750.5;1215683.56
4097;Elfingen;2014-12-31;908804.3;6767.1;194222.28;0.0;1476512.33;2690.15;172124.85;0.0;639015.27;3400136.28
4099;Habsburg;2019-12-31;1564337.85;12364.15;170899.85;0.0;66698.65;1976.16;332474.0;0.0;0.0;2148750.66
4099;Habsburg;2018-12-31;1427680.1;13277.7;201304.65;0.0;49734.08;1159.1;140252.55;0.0;0.0;1833408.18
4099;Habsburg;2017-12-31;1562332.9;12545.75;178475.35;0.0;53762.67;3344.5;65237.7;0.0;0.0;1875698.87
4099;Habsburg;2016-12-31;1539528.75;12559.1;178287.95;0.0;52993.78;3624.6;40794.2;0.0;0.0;1827788.38
4099;Habsburg;2015-12-31;1368206.55;12268.25;181362.6;0.0;54529.63;4661.2;39956.6;0.0;0.0;1660984.83
4099;Habsburg;2014-12-31;1341517.55;11317.35;169834.35;0.0;52741.51;9900.0;23529.9;0.0;159223.8;1768064.46
4100;Hausen (AG);2019-12-31;9271760.2;53325.95;1982223.69;0.0;336809.75;109596.66;1395142.58;0.0;503005.0;1.365186383E7
4100;Hausen (AG);2018-12-31;9645171.3;52513.2;2108862.81;0.0;969200.26;38756.65;1385523.2;0.0;535957.0;1.473598442E7
4100;Hausen (AG);2017-12-31;9165290.45;53830.15;1822550.05;0.0;313923.58;50284.74;1157806.95;0.0;535957.0;1.309964292E7
4100;Hausen (AG);2016-12-31;8865467.9;53997.15;1747404.36;0.0;338270.74;907789.9;966635.64;0.0;535957.0;1.341552269E7
4100;Hausen (AG);2015-12-31;8403498.15;52648.45;1745379.17;0.0;296081.14;41922.2;824197.54;0.0;699957.0;1.206368365E7
4100;Hausen (AG);2014-12-31;8318481.75;53161.15;2277763.83;0.0;339381.36;60047.97;775520.2;0.0;699957.0;1.252431326E7
4104;Lupfig;2019-12-31;1.01933514E7;178468.2;2236771.18;48000.0;573170.47;34014.33;1548428.29;12025.45;0.0;1.482422932E7
4104;Lupfig;2018-12-31;1.037667495E7;159238.25;2464480.99;0.0;546534.0;9430.37;1484042.07;4427.1;422000.0;1.546682773E7
4104;Lupfig;2017-12-31;7711879.5;141739.1;1651800.84;0.0;197130.11;18681.93;1707616.45;9901.9;0.0;1.143874983E7
4104;Lupfig;2016-12-31;7279707.65;146625.6;1640453.14;0.0;1039913.31;20470.65;1016682.24;18107.15;0.0;1.116195974E7
4104;Lupfig;2015-12-31;6362090.1;137396.25;1601503.91;0.0;185367.28;104487.5;1029820.52;6728.0;0.0;9427393.56
4104;Lupfig;2014-12-31;7346478.95;127143.15;1530471.23;0.0;166686.16;27400.97;1058428.47;16067.1;463976.75;1.073665278E7
4105;Mandach;2019-12-31;962619.6;3210.45;300500.49;0.0;46426.06;2947.7;532016.43;0.0;131869.0;1979589.73
4105;Mandach;2018-12-31;1118502.05;3225.7;286985.93;0.0;263219.33;2352.8;608171.2;0.0;137619.95;2420076.96
4105;Mandach;2017-12-31;943275.75;3316.15;295839.88;0.0;50387.4;1253.5;581565.0;0.0;137619.95;2013257.63
4105;Mandach;2016-12-31;916437.4;2973.89;291374.96;0.0;47938.69;1173.3;728983.4;0.0;137619.95;2126501.59
4105;Mandach;2015-12-31;859507.55;5250.35;228960.0;0.0;59030.12;1874.2;648022.5;0.0;114100.0;1916744.72
4105;Mandach;2014-12-31;771629.4;0.0;245352.6;0.0;162964.9;0.0;642437.25;0.0;154183.9;1976568.05
4106;Mönthal;2019-12-31;1038816.35;8774.1;210606.18;0.0;93939.54;2094.06;139145.9;0.0;0.0;1493376.13
4106;Mönthal;2018-12-31;995176.7;8452.45;199883.16;0.0;92693.2;1060.06;154898.18;0.0;0.0;1452163.75
4106;Mönthal;2017-12-31;1028993.1;9681.65;214980.85;0.0;89654.45;3144.76;252015.85;0.0;0.0;1598470.66
4106;Mönthal;2016-12-31;1025351.75;8636.85;343510.11;0.0;87387.8;3693.5;272031.6;0.0;0.0;1740611.61
4106;Mönthal;2015-12-31;944057.4;6622.35;206227.4;0.0;86708.78;4646.5;260856.35;0.0;58495.95;1567614.73
4106;Mönthal;2014-12-31;893783.15;7500.0;199595.3;0.0;79451.66;3121.75;36654.2;0.0;85247.5;1305353.56
4107;Mülligen;2019-12-31;2726778.85;0.0;864181.52;0.0;134213.12;4971.85;298928.0;0.0;147257.0;4176330.34
4107;Mülligen;2018-12-31;2598132.9;0.0;728414.99;0.0;146233.92;2966.03;302277.75;0.0;156536.0;3934561.59
4107;Mülligen;2017-12-31;2841580.75;0.0;593978.65;0.0;149576.96;8302.2;341152.94;0.0;156536.0;4091127.5
4107;Mülligen;2016-12-31;2559685.8;0.0;634633.74;0.0;156811.34;9432.15;240284.77;0.0;156536.0;3757383.8
4107;Mülligen;2015-12-31;2728815.8;0.0;625698.82;0.0;155423.57;11941.1;173952.69;0.0;284485.45;3980317.43
4107;Mülligen;2014-12-31;2725991.35;0.0;747686.21;3071.1;160228.41;0.0;199882.89;0.0;284485.45;4121345.41
4110;Remigen;2019-12-31;2971807.2;27067.9;713699.62;525.8;10792.35;5102.1;868556.41;0.0;224730.0;4822281.38
4110;Remigen;2018-12-31;2835840.8;24930.65;764001.2;543.4;12410.35;2853.6;744331.15;0.0;237039.6;4621950.75
4110;Remigen;2017-12-31;2938639.8;27082.65;850702.25;550.0;11099.65;8428.12;503567.5;0.0;237039.6;4577109.57
4110;Remigen;2016-12-31;2656154.8;25223.1;722888.16;1137.5;14068.44;9391.0;557668.0;0.0;237039.6;4223570.6
4110;Remigen;2015-12-31;2803439.45;30032.85;723183.76;0.0;12462.58;33936.9;534045.1;0.0;311039.6;4448140.24
4110;Remigen;2014-12-31;2532234.2;11300.0;578673.94;0.0;18998.24;8101.7;472264.41;0.0;311039.6;3932612.09
4111;Riniken;2019-12-31;3601486.85;0.0;890959.93;0.0;60933.79;6507.87;610986.07;0.0;175000.0;5345874.51
4111;Riniken;2018-12-31;3539457.8;0.0;921550.24;0.0;51575.35;3956.49;545854.85;0.0;200000.0;5262394.73
4111;Riniken;2017-12-31;3671725.55;0.0;813989.71;0.0;54449.68;11701.78;356438.76;0.0;217054.45;5125359.93
4111;Riniken;2016-12-31;3513043.18;0.0;894478.79;0.0;33797.86;13221.5;415980.94;0.0;217054.45;5087576.72
4111;Riniken;2015-12-31;3914109.7;0.0;863032.73;0.0;49228.03;17073.7;349687.71;0.0;346093.85;5539225.72
4111;Riniken;2014-12-31;3650078.1;0.0;831186.8;0.0;50842.72;11458.55;244992.32;0.0;346093.85;5134652.34
4112;Rüfenach;2019-12-31;2174191.55;16804.55;369703.55;0.0;140939.26;3835.56;260570.5;0.0;121487.76;3087532.73
4112;Rüfenach;2018-12-31;2248295.3;16895.95;352148.74;0.0;134375.21;2286.09;318343.6;0.0;127575.0;3199919.89
4112;Rüfenach;2017-12-31;2286529.15;17858.7;531246.17;1000.0;136388.56;6846.37;134903.24;0.0;127575.0;3242347.19
4112;Rüfenach;2016-12-31;2264517.55;12818.95;344238.5;0.0;128632.35;7784.6;340755.55;0.0;127575.0;3226322.5
4112;Rüfenach;2015-12-31;2300878.4;18485.45;373672.24;0.0;134894.4;10003.3;334342.4;0.0;189548.7;3361824.89
4112;Rüfenach;2014-12-31;1900672.8;17223.45;348387.35;0.0;146399.05;6742.0;442297.0;0.0;190727.3;3052448.95
4113;Scherz;2017-12-31;1976556.8;15651.4;320672.05;0.0;40902.1;6460.84;350654.3;0.0;535025.05;3245922.54
4113;Scherz;2016-12-31;2067292.7;14570.15;330188.65;0.0;53040.4;5807.55;305674.6;0.0;236859.25;3013433.3
4113;Scherz;2015-12-31;1802109.45;14308.7;305173.65;0.0;42009.14;7788.25;174579.5;0.0;122818.7;2468787.39
4113;Scherz;2014-12-31;1809336.5;28407.05;334013.59;0.0;59480.22;0.0;211169.3;0.0;141801.25;2584207.91
4114;Schinznach-Bad;2019-12-31;4474737.55;102351.5;1234008.87;8932.1;118958.1;5743.55;906578.62;0.0;0.0;6851310.29
4114;Schinznach-Bad;2018-12-31;4808834.5;50118.35;1225901.66;0.0;104114.8;6730.3;507760.23;0.0;0.0;6703459.84
4114;Schinznach-Bad;2017-12-31;4105259.4;50757.8;1171455.4;1418.65;95628.85;13509.01;417188.81;0.0;0.0;5855217.92
4114;Schinznach-Bad;2016-12-31;3339508.25;47440.8;1155448.87;0.0;95097.27;4978.0;452254.35;0.0;0.0;5094727.54
4114;Schinznach-Bad;2015-12-31;3399537.45;47580.35;1090378.27;35400.0;107355.38;15836.2;685525.75;0.0;0.0;5381613.4
4114;Schinznach-Bad;2014-12-31;3331811.45;47407.8;928868.75;0.0;129515.3;18663.7;365199.25;0.0;289047.4;5110513.65
4117;Thalheim (AG);2019-12-31;2196765.45;33654.35;894705.75;0.0;10683.75;9809.26;665469.75;0.0;0.0;3811088.31
4117;Thalheim (AG);2018-12-31;2455321.4;33014.4;926362.84;0.0;11758.46;8580.4;690892.4;0.0;0.0;4125929.9
4117;Thalheim (AG);2017-12-31;2076187.75;33209.85;889715.64;0.0;10645.53;13059.63;296559.45;0.0;0.0;3319377.85
4117;Thalheim (AG);2016-12-31;2238117.2;35267.85;966077.32;0.0;13091.05;13029.8;593611.25;0.0;0.0;3859194.47
4117;Thalheim (AG);2015-12-31;2177222.9;32142.5;987143.45;0.0;24193.03;15183.85;366192.35;0.0;84594.85;3686672.93
4117;Thalheim (AG);2014-12-31;1997271.4;16607.85;971525.45;4500.0;27764.29;6339.8;441807.5;0.0;174123.4;3639939.69
4120;Veltheim (AG);2019-12-31;4295386.8;232115.45;938258.85;0.0;181482.4;6579.73;1572572.7;0.0;308056.0;7534451.93
4120;Veltheim (AG);2018-12-31;4336651.25;268642.95;793566.2;0.0;89379.45;3846.74;1607493.33;0.0;323826.0;7423405.92
4120;Veltheim (AG);2017-12-31;4047834.85;296058.75;780024.29;0.0;93212.0;11379.14;1723008.93;0.0;323826.0;7275343.96
4120;Veltheim (AG);2016-12-31;3981023.2;331223.55;722743.92;0.0;150476.06;12850.85;1732787.28;0.0;323826.0;7254930.86
4120;Veltheim (AG);2015-12-31;4542409.9;334626.5;705898.7;39803.0;71898.17;33206.65;1374287.35;0.0;323826.0;7425956.27
4120;Veltheim (AG);2014-12-31;4220494.6;357511.6;779101.07;0.0;82633.66;9183.9;1748011.01;0.0;480069.8;7677005.64
4121;Villigen;2019-12-31;5425185.1;1031903.7;2843396.77;235322.15;310045.97;11692.26;684572.52;0.0;426924.0;1.096904247E7
4121;Villigen;2018-12-31;4952805.0;1345994.08;3058281.38;313986.5;325848.02;7617.45;627337.95;0.0;480289.0;1.111215938E7
4121;Villigen;2017-12-31;4796588.2;879722.9;2655045.19;213256.2;322590.5;18187.33;447648.5;0.0;533654.0;9866692.82
4121;Villigen;2016-12-31;4599098.7;864769.7;2642780.2;211454.2;286390.4;20105.3;362151.85;0.0;533654.0;9520404.35
4121;Villigen;2015-12-31;4590454.75;841385.0;2801585.0;252669.2;261736.61;25004.2;382044.8;0.0;499031.5;9653911.06
4121;Villigen;2014-12-31;4043313.1;823496.75;2473542.07;251649.2;238861.39;17741.0;346658.3;0.0;931811.65;9127073.46
4122;Villnachern;2019-12-31;4483907.9;30103.5;1132180.89;62153.8;98237.06;16401.37;589840.0;0.0;0.0;6412824.52
4122;Villnachern;2018-12-31;4159967.05;38637.35;1226337.38;11263.75;346535.15;12445.0;533314.95;0.0;163596.75;6492097.38
4122;Villnachern;2017-12-31;4167883.2;39784.75;1161077.17;0.0;109396.05;21551.24;638187.76;0.0;163596.75;6301476.92
4122;Villnachern;2016-12-31;4379394.9;38505.35;1217688.11;42600.0;127704.2;28087.35;417197.8;0.0;163596.75;6414774.46
4122;Villnachern;2015-12-31;3885124.5;37318.4;1307146.81;0.0;108212.8;17761.0;354221.4;0.0;163596.75;5873381.66
4122;Villnachern;2014-12-31;3883514.25;48741.55;1218814.46;0.0;110171.56;10398.1;647374.65;0.0;258150.4;6177164.97
4123;Windisch;2019-12-31;2.08794135E7;505538.95;1.204878967E7;0.0;1072880.56;90255.75;1.092882996E7;0.0;0.0;4.552570839E7
4123;Windisch;2018-12-31;2.045294505E7;514010.45;1.318582268E7;1000.0;1219653.26;35381.45;1.050260647E7;0.0;0.0;4.591141936E7
4123;Windisch;2017-12-31;2.06548055E7;523852.4;1.235529318E7;614.55;591017.75;26827.3;9954395.07;0.0;0.0;4.410680575E7
4123;Windisch;2016-12-31;1.96644677E7;505495.5;1.216559818E7;169.0;640005.12;47195.35;1.080369655E7;0.0;0.0;4.38266274E7
4123;Windisch;2015-12-31;1.899849615E7;482512.85;1.349860504E7;2676.4;813085.88;65888.65;1.107376435E7;0.0;828100.1;4.576312942E7
4123;Windisch;2014-12-31;1.716961995E7;485462.25;1.307598796E7;0.0;793324.88;18751.55;1.136127686E7;0.0;1718615.75;4.46230392E7
4124;Bözberg;2019-12-31;4589964.3;35839.7;684144.18;0.0;145334.95;7159.1;1254079.25;0.0;124903.0;6841424.48
4124;Bözberg;2018-12-31;4393615.55;37360.55;671248.05;0.0;137987.85;4205.45;1178491.65;0.0;131323.8;6554232.9
4124;Bözberg;2017-12-31;4316277.35;37034.85;613190.85;0.0;131498.2;12299.85;1070286.25;0.0;131323.8;6311911.15
4124;Bözberg;2016-12-31;4345674.9;35416.25;674890.75;1190.25;128262.77;13962.9;1089009.7;0.0;131323.8;6419731.32
4124;Bözberg;2015-12-31;4234787.8;40960.25;563565.68;0.0;132465.4;17859.25;1139654.9;0.0;245972.8;6375266.08
4124;Bözberg;2014-12-31;4014500.75;15700.0;596688.5;0.0;404668.26;11968.45;1077613.75;0.0;336972.8;6458112.51
4125;Schinznach;2019-12-31;7238722.4;91337.45;1932094.07;0.0;337080.85;15100.89;2260611.89;0.0;0.0;1.187494755E7
4125;Schinznach;2018-12-31;6229816.15;113046.45;2188846.94;0.0;418498.26;109734.06;2203875.29;0.0;0.0;1.126381715E7
4125;Schinznach;2017-12-31;6333765.25;68639.65;2095230.52;0.0;514601.11;116579.48;2348177.26;0.0;0.0;1.147699327E7
4125;Schinznach;2016-12-31;6043313.8;69050.7;1803281.67;0.0;347424.15;56306.54;2229727.4;0.0;0.0;1.054910426E7
4125;Schinznach;2015-12-31;6017028.35;78160.95;1840155.15;63200.0;532648.4;31649.45;2418789.6;0.0;0.0;1.09816319E7
4125;Schinznach;2014-12-31;5918664.0;30410.35;1749804.2;0.0;181409.02;14816.05;2485658.29;0.0;1491325.2;1.187208711E7
4131;Beinwil am See;2019-12-31;9328977.55;145838.0;5463804.86;11695.6;410926.35;29392.24;1087937.9;0.0;0.0;1.64785725E7
4131;Beinwil am See;2018-12-31;8826240.2;111984.25;5305425.15;24524.05;1328001.0;31126.16;1050075.7;0.0;0.0;1.667737651E7
4131;Beinwil am See;2017-12-31;8815006.6;112327.35;5062795.9;16323.63;372986.5;5900.0;1012934.75;0.0;0.0;1.539827473E7
4131;Beinwil am See;2016-12-31;9808473.95;110179.2;5044280.05;13311.45;404002.23;0.0;979301.8;0.0;0.0;1.635954868E7
4131;Beinwil am See;2015-12-31;8557756.75;109978.45;5184709.7;306.94;389125.86;209452.65;883998.3;0.0;0.0;1.533532865E7
4131;Beinwil am See;2014-12-31;8296942.35;108191.35;4970057.92;-0.99;498052.8;25250.35;716432.15;0.0;473600.0;1.508852593E7
4132;Birrwil;2019-12-31;3998123.35;0.0;878719.55;378.25;114067.94;12245.26;329282.2;0.0;0.0;5332816.55
4132;Birrwil;2018-12-31;3281026.25;0.0;864988.08;0.0;524689.5;0.0;238025.18;0.0;0.0;4908729.01
4132;Birrwil;2017-12-31;3501968.25;0.0;978867.7;0.0;102318.55;1281.3;233891.9;0.0;388439.0;5206766.7
4132;Birrwil;2016-12-31;3281557.7;0.0;949334.07;0.0;137551.7;0.0;210218.8;0.0;388439.0;4967101.27
4132;Birrwil;2015-12-31;3064290.1;0.0;926104.9;0.0;102210.4;19315.3;224595.7;0.0;386758.95;4723275.35
4132;Birrwil;2014-12-31;3173607.3;0.0;821551.05;0.0;95639.51;0.0;175737.15;0.0;388439.0;4654974.01
4133;Burg (AG);2019-12-31;2665553.05;22428.4;1238096.69;0.0;75681.55;0.0;698609.7;0.0;165425.0;4865794.39
4133;Burg (AG);2018-12-31;2689227.5;21917.7;1129231.82;0.0;56533.77;4024.63;584223.85;0.0;175111.0;4660270.27
4133;Burg (AG);2017-12-31;2246209.35;24036.15;1406429.1;0.0;56606.75;2098.5;646371.8;0.0;175111.0;4556862.65
4133;Burg (AG);2016-12-31;2209640.8;22871.65;916334.04;0.0;55250.1;596.4;424090.1;0.0;175111.0;3803894.09
4133;Burg (AG);2015-12-31;2135214.85;25285.5;660531.99;0.0;54193.29;4043.25;569116.77;0.0;175111.0;3623496.65
4133;Burg (AG);2014-12-31;2313764.4;9500.0;632341.58;0.0;57278.91;0.0;249735.9;0.0;219252.0;3481872.79
4134;Dürrenäsch;2019-12-31;4023449.4;122830.5;3445093.78;0.0;452934.15;7731.52;675711.82;0.0;287360.0;9015111.17
4134;Dürrenäsch;2018-12-31;3244010.65;122622.25;3521338.24;0.0;749834.19;4725.88;556495.02;0.0;335630.25;8534656.48
4134;Dürrenäsch;2017-12-31;2796291.95;258977.1;3284165.23;0.0;586841.65;8684.03;444353.15;0.0;335630.25;7714943.36
4134;Dürrenäsch;2016-12-31;2522782.15;0.0;3227194.0;0.0;579471.91;10776.85;545958.35;0.0;335630.25;7221813.51
4134;Dürrenäsch;2015-12-31;2859527.7;127152.25;3161695.28;0.0;646067.04;12411.6;623989.05;0.0;540220.65;7971063.57
4134;Dürrenäsch;2014-12-31;2493329.15;130072.55;2980629.42;0.0;682656.13;13253.55;583959.3;0.0;558333.95;7442234.05
4135;Gontenschwil;2019-12-31;4761971.05;97171.3;1476550.81;0.0;147140.15;3748.1;1873278.04;0.0;235711.0;8595570.45
4135;Gontenschwil;2018-12-31;4787344.2;97186.55;1468895.46;0.0;230952.35;19280.0;1803542.05;0.0;246995.0;8654195.61
4135;Gontenschwil;2017-12-31;4453847.4;76794.05;1396422.43;0.0;99952.55;3475.15;2314582.65;0.0;246995.0;8592069.23
4135;Gontenschwil;2016-12-31;4497967.1;90845.35;1497473.45;0.0;137463.25;3449.7;1635578.85;0.0;246995.0;8109772.7
4135;Gontenschwil;2015-12-31;4348944.0;74748.9;1226380.96;0.0;91447.9;2499.95;1690777.54;0.0;374781.6;7809580.85
4135;Gontenschwil;2014-12-31;5025871.95;74360.7;1166069.76;0.0;122366.86;0.0;1476361.1;0.0;376011.0;8241041.37
4136;Holziken;2019-12-31;3386108.65;128090.02;1094215.62;30714.6;104200.26;4126.91;454458.7;0.0;109090.0;5311004.76
4136;Holziken;2018-12-31;3296323.4;143304.5;1052346.68;9383.35;98757.88;2936.56;411776.6;0.0;114954.0;5129782.97
4136;Holziken;2017-12-31;3302273.6;106679.55;962831.25;12149.7;698169.8;9526.8;421033.45;0.0;114954.0;5627618.15
4136;Holziken;2016-12-31;3093591.85;401904.08;1239919.52;15864.7;97130.55;10937.75;326302.75;0.0;0.0;5185651.2
4136;Holziken;2015-12-31;3099418.9;370551.9;1113975.4;8077.3;87250.65;5635.6;331514.1;0.0;0.0;5016423.85
4136;Holziken;2014-12-31;3003521.95;368163.45;1078839.73;18657.2;90243.7;15732.15;403277.0;0.0;383540.95;5361976.13
4137;Leimbach (AG);2019-12-31;1264459.0;11006.9;380979.75;0.0;143847.8;3115.02;135606.9;0.0;0.0;1939015.37
4137;Leimbach (AG);2018-12-31;1189152.0;9989.75;359527.65;0.0;43293.45;1754.12;273788.8;0.0;0.0;1877505.77
4137;Leimbach (AG);2017-12-31;1144249.55;11122.65;400885.05;0.0;60787.0;980.0;242386.0;0.0;94218.65;1954628.9
4137;Leimbach (AG);2016-12-31;1215962.9;11251.85;331310.56;0.0;60063.05;1078.8;352050.05;0.0;94218.65;2065935.86
4137;Leimbach (AG);2015-12-31;1234849.5;12690.55;419832.61;0.0;46303.65;2177.85;233527.9;0.0;95093.65;2044475.71
4137;Leimbach (AG);2014-12-31;1153556.75;4400.0;350650.53;3120.0;47426.57;0.0;274596.69;0.0;106931.2;1940681.74
4138;Leutwil;2019-12-31;1950678.9;16054.9;421263.21;0.0;93834.7;3493.72;278130.0;0.0;153776.0;2917231.43
4138;Leutwil;2018-12-31;1931458.7;17218.05;425181.29;0.0;85811.9;2999.89;416007.95;0.0;160950.0;3039627.78
4138;Leutwil;2017-12-31;1897804.7;18345.3;421030.85;0.0;86332.7;5510.6;330889.8;0.0;160950.0;2920863.95
4138;Leutwil;2016-12-31;1767078.2;18544.4;455591.7;0.0;91038.55;6755.35;640185.85;0.0;160950.0;3140144.05
4138;Leutwil;2015-12-31;2006621.7;19885.45;490623.4;0.0;32802.85;5523.45;344374.25;0.0;160950.0;3060781.1
4138;Leutwil;2014-12-31;1714351.2;7600.0;460260.0;0.0;81105.82;17775.9;243882.85;0.0;234999.25;2759975.02
4139;Menziken;2019-12-31;1.407364925E7;128531.8;8085166.57;9836.65;857015.72;10872.0;8349321.08;0.0;357650.0;3.187204307E7
4139;Menziken;2018-12-31;1.296016775E7;130740.2;7268864.35;999.45;778716.72;0.0;8011986.72;0.0;378864.0;2.953033919E7
4139;Menziken;2017-12-31;1.246687875E7;130317.35;7452296.26;863.95;489015.1;12473.25;8170644.66;0.0;378864.0;2.910135332E7
4139;Menziken;2016-12-31;1.225634964E7;128312.75;6689621.67;1414.5;622212.95;56712.31;7655901.84;0.0;378864.0;2.778938966E7
4139;Menziken;2015-12-31;1.198766835E7;119367.45;6502719.41;920.7;458763.31;71368.3;7999131.07;0.0;378864.0;2.751880259E7
4139;Menziken;2014-12-31;1.241954635E7;135854.65;6004360.91;1090.0;442530.74;0.0;7046831.05;0.0;757365.0;2.68075787E7
4140;Oberkulm;2019-12-31;5810853.8;61854.05;1407788.76;0.0;187943.35;18324.95;2140647.83;0.0;73852.0;9701264.74
4140;Oberkulm;2018-12-31;5939946.75;63998.65;1311700.28;0.0;212929.0;23902.19;2167070.83;0.0;79309.0;9798856.7
4140;Oberkulm;2017-12-31;6160268.8;71268.75;1276497.35;5596.25;172888.75;0.0;2165211.4;0.0;79309.0;9931040.3
